0.26561812	-0.14302848	-0.90512383	-0.0888462	-0.4358551	0.4511168	0.35295126	0.5326122	-0.14880487	0.44743332	0.3727927	0.16776219	0.15402958	0.529249	0.30971166	0.42211494
0.12329429	0.24486722	-0.69367725	0.23382655	-0.51853126	0.37905908	0.5724147	0.1756316	-0.3841118	0.4504296	0.59984267	0.5732171	0.49530715	0.638151	-0.14646181	0.57933366
-0.010917075	-0.051836457	-0.054181382	0.0009773824	-0.21436962	0.3130011	0.82657737	0.26595044	-0.3178225	0.8726636	0.32721865	0.44291803	-0.20168236	0.3478948	0.018310534	0.9375756
0.071555115	-0.036178004	-0.8805737	-0.121106446	-0.32456183	0.2235223	0.16560596	0.44721684	-0.059689976	0.27411214	0.16339661	-0.011573118	0.20784827	0.4655116	0.32926553	0.15554947
-0.28370428	0.15808567	-0.39930636	-0.4730293	0.2604904	0.5829728	0.21662493	0.1928159	-0.50790805	0.6297902	-0.10953275	0.026335414	-0.08668599	0.27311236	0.485346	0.38953033
0.58004886	-0.701813	0.8467315	0.20916632	-0.1151124	-0.14834774	1.0572746	0.77166635	0.2569292	0.90883833	-0.025160601	-0.052344617	-0.80780137	-0.73693067	-0.110062554	1.2174838
0.08774818	0.078436814	-0.6065534	0.07278338	-0.24751729	0.24569905	0.31906092	0.2823727	-0.11943374	0.25869828	0.28945646	0.3455429	0.19117688	0.4540432	-0.029493589	0.31689712
0.13501054	0.12325483	-0.5163871	-0.024558699	-0.089309804	0.47228324	0.30807224	0.11221748	-0.33164793	0.22191344	0.3268998	0.47227687	0.08796664	0.5491762	0.07999575	0.38826925
0.47397506	-0.52095485	-0.7119801	-0.44818282	0.17955586	0.52526164	-0.14709297	0.65940356	0.11861233	0.23439853	-0.39796853	-0.43838927	-0.47637466	-0.16028745	0.6102663	-0.08685665
0.31367257	-0.2791722	-0.7662444	-0.1004419	-0.22816032	0.18055649	0.11303932	0.38881037	0.08952872	0.10592492	0.048824456	-0.069476776	-0.100940615	0.13213952	0.25572947	0.06329615
0.68507236	-0.40524796	-1.0502703	0.39119685	-0.5076883	-0.20653403	0.2519997	0.49445283	0.38648513	-0.8076744	0.39841646	0.25213984	0.35335374	0.51804185	-0.39456657	0.21488705
0.34112164	-0.10424745	-0.7134837	-0.09256562	-0.14682814	0.46055427	0.28510824	0.37630183	-0.28136018	0.06112536	0.16368139	0.20210016	-0.0010321966	0.36079395	0.3125617	0.25062543
-0.30652	-0.108241014	-1.1511242	-0.8494943	0.29329574	0.5567641	-1.0284314	0.3786194	-0.07001597	0.21612544	-0.6484772	-0.7241497	-0.035662435	0.008023949	0.9981358	-1.0408175
-0.15314579	0.24886547	-0.850038	-0.090606056	-0.34609586	0.19617836	0.09621891	0.13836266	-0.15939653	0.22093938	0.32725802	0.24915464	0.39241368	0.4326977	0.13229555	0.108664036
-0.32451385	0.50118536	-0.5878721	-0.23135293	0.0878227	0.5176718	-0.04461191	-0.3889849	-0.5698745	0.3257268	0.46334657	0.5110327	0.52584165	0.6199799	0.23183948	-0.09697755
-0.146003	0.19932102	-0.8060613	-0.5016335	0.16113009	0.71633375	-0.25014538	0.03800125	-0.44726565	0.30225208	0.012159944	0.10234786	0.14970194	0.37922448	0.60236555	-0.22657743
0.021840816	-0.00695243	-0.63836193	-0.22910918	-0.11157156	0.26855734	0.1247335	0.18685035	-0.18012576	0.31069726	0.02015189	-0.044175837	0.017772244	0.18671739	0.3439845	0.110810705
-0.2792828	0.30699632	-0.43632242	-0.21639878	-0.14788026	0.3496811	0.16486667	0.033068858	-0.296616	0.5313987	0.22370747	0.25286132	0.2749898	0.39466745	0.21680793	0.17734455
-0.042790927	-0.6671854	0.92400944	-0.009178365	-0.04166842	-0.2896702	0.9118275	0.6271537	0.10192886	1.1019975	-0.15281859	-0.2722177	-0.8747282	-0.8121632	-0.024515675	1.2478074
-0.18744715	0.22022557	-0.9181453	-0.11879235	-0.3900688	0.0858202	-0.21480213	0.13235247	0.050107304	-0.06646598	0.28947034	-0.09311584	0.5267162	0.42756853	0.21389565	-0.29342157
-0.30516958	0.108943336	-0.7153328	-0.24086638	-0.1549179	0.21049143	-0.1071956	0.1646238	-0.093599245	0.39218208	0.06318611	-0.14191411	0.29785085	0.38963473	0.3967157	-0.08348462
0.24923542	-0.3160912	0.4214918	-0.118163414	0.24280727	0.46080834	0.689612	0.3818148	-0.23283799	0.56688106	-0.15330361	0.15074408	-0.853696	-0.3491696	0.19480911	0.85566646
0.59907085	-0.04209313	-0.35549954	0.1709606	-0.24783704	0.552356	0.34659776	0.1043452	-0.40452525	-0.5024317	0.30371478	0.32305992	-0.040958565	0.2679503	-0.084227435	0.26761368
0.47869816	-0.24411039	-0.36182034	0.43469745	-0.5061456	-0.06924215	0.6278766	0.40319228	0.046509102	-0.06591452	0.49948162	0.38805726	0.14303564	0.3868281	-0.41332045	0.65529627
0.08694685	0.069255136	-0.35117403	-0.118094854	-0.011693119	0.3972559	0.33137658	0.13965005	-0.322219	0.2892497	0.21162051	0.32127273	0.043626532	0.3192979	0.13434993	0.33278075
0.21979065	-0.42962432	-0.5355862	-0.089259915	-0.23780687	0.0784785	0.30154452	0.60598326	0.12128537	0.40089774	-0.075405106	-0.25962126	-0.2995017	-0.05513496	0.29610312	0.4212397
-0.09711843	0.19822313	-0.66297257	-0.2585656	0.042581618	0.465013	-0.12043905	-0.030487152	-0.35766745	0.24447915	0.16405861	0.1614578	0.27948353	0.44282877	0.34709314	-0.13947436
0.7057062	0.49254742	0.19228081	0.5340641	0.22637993	1.1161121	0.6665091	-0.57456845	-1.0759419	-1.1525971	0.66123575	0.9068543	0.48153302	0.8528391	-0.68603146	0.657271
-0.032932162	0.02488096	-0.4400982	-0.3217128	0.16346414	0.43629596	0.23902531	0.26622134	-0.34834898	0.5325533	0.0048960387	0.061465193	-0.1098299	0.23986387	0.45239383	0.28565907
-0.08674883	0.27300116	-0.29234722	-0.032724377	-0.0732241	0.41897258	0.32111308	0.06272355	-0.32138637	0.37492457	0.38071507	0.4000239	0.20678511	0.43203494	0.0971944	0.35758284
0.46034536	-0.26366633	-0.6606335	-0.028791873	-0.28576055	0.13862012	0.18613166	0.5288141	0.11134798	-0.16867258	-0.0006302158	-0.23483436	-0.11753556	0.05748302	0.21430042	0.14427516
0.5802205	0.04935361	-0.4109108	0.1872686	0.18459444	0.9850173	0.26007122	-0.035316307	-0.5468342	-1.192527	0.41135964	0.5908648	0.124827005	0.4882519	-0.1809486	0.086287245
-0.12732518	-0.117381595	-1.2191964	-0.8697135	0.009306496	0.18118063	-1.0744008	0.21635178	0.1601784	-0.13839668	-0.6481821	-0.73062253	0.034513135	-0.050196625	1.0241392	-1.1450315
0.2083208	-0.13778143	-0.8593198	-0.16118494	-0.072412156	0.35365173	-0.19624808	0.371952	0.024147037	-0.3338347	-0.085458785	-0.11997721	0.027660847	0.08633331	0.4320327	-0.305857
-0.3488636	0.2671815	-0.82555354	-0.297704	-0.2182422	0.08637899	-0.26579183	-0.10176207	-0.0941209	0.42102432	0.2790563	-0.005326812	0.5112439	0.4416406	0.4138764	-0.2728844
0.34759995	-0.37787357	-0.52676237	-0.048441548	-0.11306198	0.062033817	0.18177448	0.5483304	0.14425367	0.0876334	-0.11888973	-0.20364824	-0.39318377	-0.14598517	0.2554859	0.29144385
0.34005344	-0.40760455	-0.103506014	0.17005776	-0.23746635	-0.15922755	0.43691602	0.48531687	0.23478882	0.21006805	0.12733932	-0.029201534	-0.4401461	-0.20228039	-0.07209753	0.565825
-0.28092718	-0.6453473	0.90028137	-0.8034787	0.8245566	0.7600169	1.0812204	0.560852	-0.90105736	0.9771455	-0.6981624	-0.45243463	-0.99519974	-0.7952856	0.777496	1.1474973
-0.028441995	0.14573865	-0.770045	0.085275576	-0.43253633	0.0052659293	0.09324463	0.20138402	-0.0146014495	0.18612787	0.3703657	0.17113103	0.37974712	0.4160181	0.014288509	0.047223117
-0.10725945	0.26569176	-0.8201905	-0.0334627	-0.2363527	0.37002546	-0.019164823	-0.08522227	-0.25516537	0.046440408	0.4447569	0.30716127	0.49991098	0.5905725	0.0730961	0.003944256
-0.11850098	0.087445	-0.7181957	0.15159054	-0.42947245	-0.18061253	0.15495974	0.2800724	0.2454787	0.18409784	0.33109358	0.11012798	0.42740154	0.47410753	-0.10615484	0.11838573
